6483
47   ( 0.847881, 0.930705)  ( 0.859065, 0.921677) 
47   ( 0.869561, 0.911595)  ( 0.871141, 0.937473) 
47   ( 0.836697, 0.939734)  ( 0.847881, 0.930705) 
47   ( 0.825153, 0.947525)  ( 0.836697, 0.939734) 
46   ( 0.847881, 0.930705)  ( 0.862408, 0.94415) 
47   ( 0.813608, 0.955317)  ( 0.825153, 0.947525) 
47   ( 0.802045, 0.961754)  ( 0.813608, 0.955317) 
47   ( 0.825153, 0.947525)  ( 0.842552, 0.960784) 
47   ( 0.790481, 0.968192)  ( 0.802045, 0.961754) 
47   ( 0.779228, 0.973232)  ( 0.790481, 0.968192) 
47   ( 0.802045, 0.961754)  ( 0.797726, 0.983097) 
47   ( 0.767976, 0.978273)  ( 0.779228, 0.973232) 
47   ( 0.757326, 0.981953)  ( 0.767976, 0.978273) 
47   ( 0.779228, 0.973232)  ( 0.788875, 0.986713) 
47   ( 0.746676, 0.985633)  ( 0.757326, 0.981953) 
47   ( 0.736841, 0.988062)  ( 0.746676, 0.985633) 
47   ( 0.757326, 0.981953)  ( 0.768856, 0.996348) 
46   ( 0.727006, 0.99049)  ( 0.736841, 0.988062) 
46   ( 0.718007, 0.991826)  ( 0.727006, 0.99049) 
46   ( 0.736841, 0.988062)  ( 0.730433, 1.00373) 
47   ( 0.709007, 0.993162)  ( 0.718007, 0.991826) 
47   ( 0.699277, 0.993447)  ( 0.709007, 0.993162) 
46   ( 0.718007, 0.991826)  ( 0.721854, 1.00484) 
47   ( 0.689548, 0.993732)  ( 0.699277, 0.993447) 
47   ( 0.678512, 0.992764)  ( 0.689548, 0.993732) 
46   ( 0.699277, 0.993447)  ( 0.704734, 1.00741) 
47   ( 0.667476, 0.991796)  ( 0.678512, 0.992764) 
47   ( 0.655334, 0.989389)  ( 0.667476, 0.991796) 
46   ( 0.678512, 0.992764)  ( 0.667779, 1.00206) 
47   ( 0.643192, 0.986982)  ( 0.655334, 0.989389) 
